GEOID,NAME,NAMELSAD,uni.freq
28700,"Kingsport-Bristol-Bristol, TN-VA","Kingsport-Bristol-Bristol, TN-VA Metro Area",0
28740,"Kingston, NY","Kingston, NY Metro Area",0
28780,"Kingsville, TX","Kingsville, TX Micro Area",1
28820,"Kinston, NC","Kinston, NC Micro Area",0
28860,"Kirksville, MO","Kirksville, MO Micro Area",0
28900,"Klamath Falls, OR","Klamath Falls, OR Micro Area",0
28940,"Knoxville, TN","Knoxville, TN Metro Area",1
29020,"Kokomo, IN","Kokomo, IN Metro Area",0
29060,"Laconia, NH","Laconia, NH Micro Area",0
29100,"La Crosse-Onalaska, WI-MN","La Crosse-Onalaska, WI-MN Metro Area",0
29180,"Lafayette, LA","Lafayette, LA Metro Area",1
29200,"Lafayette-West Lafayette, IN","Lafayette-West Lafayette, IN Metro Area",1
29260,"La Grande, OR","La Grande, OR Micro Area",0
29300,"LaGrange, GA","LaGrange, GA Micro Area",0
29340,"Lake Charles, LA","Lake Charles, LA Metro Area",0
29380,"Lake City, FL","Lake City, FL Micro Area",0
29420,"Lake Havasu City-Kingman, AZ","Lake Havasu City-Kingman, AZ Metro Area",0
29460,"Lakeland-Winter Haven, FL","Lakeland-Winter Haven, FL Metro Area",0
29500,"Lamesa, TX","Lamesa, TX Micro Area",0
29540,"Lancaster, PA","Lancaster, PA Metro Area",0
29620,"Lansing-East Lansing, MI","Lansing-East Lansing, MI Metro Area",1
29660,"Laramie, WY","Laramie, WY Micro Area",1
29700,"Laredo, TX","Laredo, TX Metro Area",0
29740,"Las Cruces, NM","Las Cruces, NM Metro Area",1
29780,"Las Vegas, NM","Las Vegas, NM Micro Area",0
29820,"Las Vegas-Henderson-Paradise, NV","Las Vegas-Henderson-Paradise, NV Metro Area",1
29860,"Laurel, MS","Laurel, MS Micro Area",0
29900,"Laurinburg, NC","Laurinburg, NC Micro Area",0
29940,"Lawrence, KS","Lawrence, KS Metro Area",1
29980,"Lawrenceburg, TN","Lawrenceburg, TN Micro Area",0
30020,"Lawton, OK","Lawton, OK Metro Area",0
30060,"Lebanon, MO","Lebanon, MO Micro Area",0
30140,"Lebanon, PA","Lebanon, PA Metro Area",0
30220,"Levelland, TX","Levelland, TX Micro Area",0
30260,"Lewisburg, PA","Lewisburg, PA Micro Area",0
30280,"Lewisburg, TN","Lewisburg, TN Micro Area",0
30300,"Lewiston, ID-WA","Lewiston, ID-WA Metro Area",0
30340,"Lewiston-Auburn, ME","Lewiston-Auburn, ME Metro Area",0
30380,"Lewistown, PA","Lewistown, PA Micro Area",0
30420,"Lexington, NE","Lexington, NE Micro Area",0
30460,"Lexington-Fayette, KY","Lexington-Fayette, KY Metro Area",1
30580,"Liberal, KS","Liberal, KS Micro Area",0
30620,"Lima, OH","Lima, OH Metro Area",0
30660,"Lincoln, IL","Lincoln, IL Micro Area",0
30700,"Lincoln, NE","Lincoln, NE Metro Area",1
30780,"Little Rock-North Little Rock-Conway, AR","Little Rock-North Little Rock-Conway, AR Metro Area",1
30820,"Lock Haven, PA","Lock Haven, PA Micro Area",0
30860,"Logan, UT-ID","Logan, UT-ID Metro Area",1
30880,"Logan, WV","Logan, WV Micro Area",0
30900,"Logansport, IN","Logansport, IN Micro Area",0
30940,"London, KY","London, KY Micro Area",0
30980,"Longview, TX","Longview, TX Metro Area",0
31020,"Longview, WA","Longview, WA Metro Area",0
31060,"Los Alamos, NM","Los Alamos, NM Micro Area",0
31080,"Los Angeles-Long Beach-Anaheim, CA","Los Angeles-Long Beach-Anaheim, CA Metro Area",9
31140,"Louisville/Jefferson County, KY-IN","Louisville/Jefferson County, KY-IN Metro Area",1
31180,"Lubbock, TX","Lubbock, TX Metro Area",1
31220,"Ludington, MI","Ludington, MI Micro Area",0
31260,"Lufkin, TX","Lufkin, TX Micro Area",0
31300,"Lumberton, NC","Lumberton, NC Micro Area",0
31340,"Lynchburg, VA","Lynchburg, VA Metro Area",0
31380,"Macomb, IL","Macomb, IL Micro Area",0
31420,"Macon, GA","Macon, GA Metro Area",1
31460,"Madera, CA","Madera, CA Metro Area",0
31500,"Madison, IN","Madison, IN Micro Area",0
31540,"Madison, WI","Madison, WI Metro Area",1
31580,"Madisonville, KY","Madisonville, KY Micro Area",0
31620,"Magnolia, AR","Magnolia, AR Micro Area",0
31660,"Malone, NY","Malone, NY Micro Area",0
31680,"Malvern, AR","Malvern, AR Micro Area",0
31700,"Manchester-Nashua, NH","Manchester-Nashua, NH Metro Area",0
31740,"Manhattan, KS","Manhattan, KS Metro Area",1
31820,"Manitowoc, WI","Manitowoc, WI Micro Area",0
31860,"Mankato-North Mankato, MN","Mankato-North Mankato, MN Metro Area",0
31900,"Mansfield, OH","Mansfield, OH Metro Area",0
31930,"Marietta, OH","Marietta, OH Micro Area",0
31940,"Marinette, WI-MI","Marinette, WI-MI Micro Area",0
31980,"Marion, IN","Marion, IN Micro Area",0
32000,"Marion, NC","Marion, NC Micro Area",0
32020,"Marion, OH","Marion, OH Micro Area",0
32100,"Marquette, MI","Marquette, MI Micro Area",0
32140,"Marshall, MN","Marshall, MN Micro Area",0
32180,"Marshall, MO","Marshall, MO Micro Area",0
32220,"Marshall, TX","Marshall, TX Micro Area",0
32260,"Marshalltown, IA","Marshalltown, IA Micro Area",0
32280,"Martin, TN","Martin, TN Micro Area",0
32300,"Martinsville, VA","Martinsville, VA Micro Area",0
32340,"Maryville, MO","Maryville, MO Micro Area",0
32380,"Mason City, IA","Mason City, IA Micro Area",0
32420,"MayagÃ¼ez, PR","MayagÃ¼ez, PR Metro Area",0
32460,"Mayfield, KY","Mayfield, KY Micro Area",0
32500,"Maysville, KY","Maysville, KY Micro Area",0
32540,"McAlester, OK","McAlester, OK Micro Area",0
32580,"McAllen-Edinburg-Mission, TX","McAllen-Edinburg-Mission, TX Metro Area",1
32620,"McComb, MS","McComb, MS Micro Area",0
32660,"McMinnville, TN","McMinnville, TN Micro Area",0
32700,"McPherson, KS","McPherson, KS Micro Area",0
32740,"Meadville, PA","Meadville, PA Micro Area",0
32780,"Medford, OR","Medford, OR Metro Area",0
32820,"Memphis, TN-MS-AR","Memphis, TN-MS-AR Metro Area",1
32860,"Menomonie, WI","Menomonie, WI Micro Area",0
32900,"Merced, CA","Merced, CA Metro Area",1
32940,"Meridian, MS","Meridian, MS Micro Area",0
32980,"Merrill, WI","Merrill, WI Micro Area",0
33020,"Mexico, MO","Mexico, MO Micro Area",0
33060,"Miami, OK","Miami, OK Micro Area",0
33100,"Miami-Fort Lauderdale-West Palm Beach, FL","Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",4
33140,"Michigan City-La Porte, IN","Michigan City-La Porte, IN Metro Area",0
33180,"Middlesborough, KY","Middlesborough, KY Micro Area",0
33220,"Midland, MI","Midland, MI Metro Area",0
33260,"Midland, TX","Midland, TX Metro Area",0
33300,"Milledgeville, GA","Milledgeville, GA Micro Area",0
33340,"Milwaukee-Waukesha-West Allis, WI","Milwaukee-Waukesha-West Allis, WI Metro Area",2
33420,"Mineral Wells, TX","Mineral Wells, TX Micro Area",0
33460,"Minneapolis-St. Paul-Bloomington, MN-WI","Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",1
33500,"Minot, ND","Minot, ND Micro Area",0
33540,"Missoula, MT","Missoula, MT Metro Area",1
33580,"Mitchell, SD","Mitchell, SD Micro Area",0
33620,"Moberly, MO","Moberly, MO Micro Area",0
33660,"Mobile, AL","Mobile, AL Metro Area",1
33700,"Modesto, CA","Modesto, CA Metro Area",0
33740,"Monroe, LA","Monroe, LA Metro Area",0
33780,"Monroe, MI","Monroe, MI Metro Area",0
33860,"Montgomery, AL","Montgomery, AL Metro Area",0
33940,"Montrose, CO","Montrose, CO Micro Area",0
33980,"Morehead City, NC","Morehead City, NC Micro Area",0
34020,"Morgan City, LA","Morgan City, LA Micro Area",0
34060,"Morgantown, WV","Morgantown, WV Metro Area",0
34100,"Morristown, TN","Morristown, TN Metro Area",0
34140,"Moscow, ID","Moscow, ID Micro Area",1
34180,"Moses Lake, WA","Moses Lake, WA Micro Area",0
34220,"Moultrie, GA","Moultrie, GA Micro Area",0
34260,"Mountain Home, AR","Mountain Home, AR Micro Area",0
34300,"Mountain Home, ID","Mountain Home, ID Micro Area",0
34340,"Mount Airy, NC","Mount Airy, NC Micro Area",0
34380,"Mount Pleasant, MI","Mount Pleasant, MI Micro Area",1
34420,"Mount Pleasant, TX","Mount Pleasant, TX Micro Area",0
34460,"Mount Sterling, KY","Mount Sterling, KY Micro Area",0
34500,"Mount Vernon, IL","Mount Vernon, IL Micro Area",0
34540,"Mount Vernon, OH","Mount Vernon, OH Micro Area",0
34580,"Mount Vernon-Anacortes, WA","Mount Vernon-Anacortes, WA Metro Area",0
34620,"Muncie, IN","Muncie, IN Metro Area",1
34660,"Murray, KY","Murray, KY Micro Area",0
34700,"Muscatine, IA","Muscatine, IA Micro Area",0
34740,"Muskegon, MI","Muskegon, MI Metro Area",0
34780,"Muskogee, OK","Muskogee, OK Micro Area",0
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC","Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",0
34860,"Nacogdoches, TX","Nacogdoches, TX Micro Area",0
34900,"Napa, CA","Napa, CA Metro Area",0
34940,"Naples-Immokalee-Marco Island, FL","Naples-Immokalee-Marco Island, FL Metro Area",0
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",2
35020,"Natchez, MS-LA","Natchez, MS-LA Micro Area",0
35060,"Natchitoches, LA","Natchitoches, LA Micro Area",0
35100,"New Bern, NC","New Bern, NC Metro Area",0
35140,"Newberry, SC","Newberry, SC Micro Area",0
35220,"New Castle, IN","New Castle, IN Micro Area",0
35260,"New Castle, PA","New Castle, PA Micro Area",0
35300,"New Haven-Milford, CT","New Haven-Milford, CT Metro Area",1
35380,"New Orleans-Metairie, LA","New Orleans-Metairie, LA Metro Area",2
35420,"New Philadelphia-Dover, OH","New Philadelphia-Dover, OH Micro Area",0
35440,"Newport, OR","Newport, OR Micro Area",0
35460,"Newport, TN","Newport, TN Micro Area",0
35500,"Newton, IA","Newton, IA Micro Area",0
35580,"New Ulm, MN","New Ulm, MN Micro Area",0
35620,"New York-Newark-Jersey City, NY-NJ-PA","New York-Newark-Jersey City, NY-NJ-PA Metro Area",15
35660,"Niles-Benton Harbor, MI","Niles-Benton Harbor, MI Metro Area",0
35700,"Nogales, AZ","Nogales, AZ Micro Area",0
35740,"Norfolk, NE","Norfolk, NE Micro Area",0
35820,"North Platte, NE","North Platte, NE Micro Area",0
35840,"North Port-Sarasota-Bradenton, FL","North Port-Sarasota-Bradenton, FL Metro Area",0
35860,"North Vernon, IN","North Vernon, IN Micro Area",0
35900,"North Wilkesboro, NC","North Wilkesboro, NC Micro Area",0
35940,"Norwalk, OH","Norwalk, OH Micro Area",0
35980,"Norwich-New London, CT","Norwich-New London, CT Metro Area",0
36020,"Oak Harbor, WA","Oak Harbor, WA Micro Area",0
36100,"Ocala, FL","Ocala, FL Metro Area",0
36140,"Ocean City, NJ","Ocean City, NJ Metro Area",0
36220,"Odessa, TX","Odessa, TX Metro Area",0
36260,"Ogden-Clearfield, UT","Ogden-Clearfield, UT Metro Area",0
36300,"Ogdensburg-Massena, NY","Ogdensburg-Massena, NY Micro Area",1
36340,"Oil City, PA","Oil City, PA Micro Area",0
36380,"Okeechobee, FL","Okeechobee, FL Micro Area",0
36420,"Oklahoma City, OK","Oklahoma City, OK Metro Area",1
36460,"Olean, NY","Olean, NY Micro Area",0
36500,"Olympia-Tumwater, WA","Olympia-Tumwater, WA Metro Area",0
36540,"Omaha-Council Bluffs, NE-IA","Omaha-Council Bluffs, NE-IA Metro Area",1
36580,"Oneonta, NY","Oneonta, NY Micro Area",0
36620,"Ontario, OR-ID","Ontario, OR-ID Micro Area",0
36660,"Opelousas, LA","Opelousas, LA Micro Area",0
36700,"Orangeburg, SC","Orangeburg, SC Micro Area",0
36740,"Orlando-Kissimmee-Sanford, FL","Orlando-Kissimmee-Sanford, FL Metro Area",1
36780,"Oshkosh-Neenah, WI","Oshkosh-Neenah, WI Metro Area",0
36820,"Oskaloosa, IA","Oskaloosa, IA Micro Area",0
36830,"Othello, WA","Othello, WA Micro Area",0
36840,"Ottawa, KS","Ottawa, KS Micro Area",0
36860,"Ottawa-Peru, IL","Ottawa-Peru, IL Micro Area",0
36900,"Ottumwa, IA","Ottumwa, IA Micro Area",0
36940,"Owatonna, MN","Owatonna, MN Micro Area",0
36980,"Owensboro, KY","Owensboro, KY Metro Area",0
37020,"Owosso, MI","Owosso, MI Micro Area",0
37060,"Oxford, MS","Oxford, MS Micro Area",1
37080,"Oxford, NC","Oxford, NC Micro Area",0
37100,"Oxnard-Thousand Oaks-Ventura, CA","Oxnard-Thousand Oaks-Ventura, CA Metro Area",0
37120,"Ozark, AL","Ozark, AL Micro Area",0
37140,"Paducah, KY-IL","Paducah, KY-IL Micro Area",0
37220,"Pahrump, NV","Pahrump, NV Micro Area",0
37260,"Palatka, FL","Palatka, FL Micro Area",0
37300,"Palestine, TX","Palestine, TX Micro Area",0
37340,"Palm Bay-Melbourne-Titusville, FL","Palm Bay-Melbourne-Titusville, FL Metro Area",1
37420,"Pampa, TX","Pampa, TX Micro Area",0
37460,"Panama City, FL","Panama City, FL Metro Area",0
37500,"Paragould, AR","Paragould, AR Micro Area",0
37540,"Paris, TN","Paris, TN Micro Area",0
37580,"Paris, TX","Paris, TX Micro Area",0
37620,"Parkersburg-Vienna, WV","Parkersburg-Vienna, WV Metro Area",0
37660,"Parsons, KS","Parsons, KS Micro Area",0
37740,"Payson, AZ","Payson, AZ Micro Area",0
37780,"Pecos, TX","Pecos, TX Micro Area",0
37860,"Pensacola-Ferry Pass-Brent, FL","Pensacola-Ferry Pass-Brent, FL Metro Area",0
37900,"Peoria, IL","Peoria, IL Metro Area",0
37940,"Peru, IN","Peru, IN Micro Area",0
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",8
38060,"Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ Metro Area",4
38100,"Picayune, MS","Picayune, MS Micro Area",0
38180,"Pierre, SD","Pierre, SD Micro Area",0
38220,"Pine Bluff, AR","Pine Bluff, AR Metro Area",0
38240,"Pinehurst-Southern Pines, NC","Pinehurst-Southern Pines, NC Micro Area",0
38260,"Pittsburg, KS","Pittsburg, KS Micro Area",0
38300,"Pittsburgh, PA","Pittsburgh, PA Metro Area",3
38340,"Pittsfield, MA","Pittsfield, MA Metro Area",0
38380,"Plainview, TX","Plainview, TX Micro Area",0
38420,"Platteville, WI","Platteville, WI Micro Area",0
38460,"Plattsburgh, NY","Plattsburgh, NY Micro Area",0
38500,"Plymouth, IN","Plymouth, IN Micro Area",0
38540,"Pocatello, ID","Pocatello, ID Metro Area",1
38580,"Point Pleasant, WV-OH","Point Pleasant, WV-OH Micro Area",0
38620,"Ponca City, OK","Ponca City, OK Micro Area",0
38660,"Ponce, PR","Ponce, PR Metro Area",1
38700,"Pontiac, IL","Pontiac, IL Micro Area",0
38740,"Poplar Bluff, MO","Poplar Bluff, MO Micro Area",0
38780,"Portales, NM","Portales, NM Micro Area",0
38820,"Port Angeles, WA","Port Angeles, WA Micro Area",0
38840,"Port Clinton, OH","Port Clinton, OH Micro Area",0
38860,"Portland-South Portland, ME","Portland-South Portland, ME Metro Area",1
38900,"Portland-Vancouver-Hillsboro, OR-WA","Portland-Vancouver-Hillsboro, OR-WA Metro Area",1
38920,"Port Lavaca, TX","Port Lavaca, TX Micro Area",0
38940,"Port St. Lucie, FL","Port St. Lucie, FL Metro Area",0
39020,"Portsmouth, OH","Portsmouth, OH Micro Area",0
39060,"Pottsville, PA","Pottsville, PA Micro Area",0
39140,"Prescott, AZ","Prescott, AZ Metro Area",0
39220,"Price, UT","Price, UT Micro Area",0
39260,"Prineville, OR","Prineville, OR Micro Area",0
39300,"Providence-Warwick, RI-MA","Providence-Warwick, RI-MA Metro Area",3
39340,"Provo-Orem, UT","Provo-Orem, UT Metro Area",1
39380,"Pueblo, CO","Pueblo, CO Metro Area",0
39420,"Pullman, WA","Pullman, WA Micro Area",1
39460,"Punta Gorda, FL","Punta Gorda, FL Metro Area",0
39500,"Quincy, IL-MO","Quincy, IL-MO Micro Area",0
39540,"Racine, WI","Racine, WI Metro Area",0
39580,"Raleigh, NC","Raleigh, NC Metro Area",1
39660,"Rapid City, SD","Rapid City, SD Metro Area",0
39700,"Raymondville, TX","Raymondville, TX Micro Area",0
39740,"Reading, PA","Reading, PA Metro Area",0
39780,"Red Bluff, CA","Red Bluff, CA Micro Area",0
39820,"Redding, CA","Redding, CA Metro Area",0
39860,"Red Wing, MN","Red Wing, MN Micro Area",0
39900,"Reno, NV","Reno, NV Metro Area",1
39940,"Rexburg, ID","Rexburg, ID Micro Area",0
39980,"Richmond, IN","Richmond, IN Micro Area",0
40060,"Richmond, VA","Richmond, VA Metro Area",1
40080,"Richmond-Berea, KY","Richmond-Berea, KY Micro Area",0
40100,"Rio Grande City, TX","Rio Grande City, TX Micro Area",0
40140,"Riverside-San Bernardino-Ontario, CA","Riverside-San Bernardino-Ontario, CA Metro Area",1
40180,"Riverton, WY","Riverton, WY Micro Area",0
40220,"Roanoke, VA","Roanoke, VA Metro Area",0
40260,"Roanoke Rapids, NC","Roanoke Rapids, NC Micro Area",0
40300,"Rochelle, IL","Rochelle, IL Micro Area",0
40340,"Rochester, MN","Rochester, MN Metro Area",0
40380,"Rochester, NY","Rochester, NY Metro Area",1
40420,"Rockford, IL","Rockford, IL Metro Area",0
40460,"Rockingham, NC","Rockingham, NC Micro Area",0
40540,"Rock Springs, WY","Rock Springs, WY Micro Area",0
40580,"Rocky Mount, NC","Rocky Mount, NC Metro Area",0
40620,"Rolla, MO","Rolla, MO Micro Area",1
40660,"Rome, GA","Rome, GA Metro Area",0
40700,"Roseburg, OR","Roseburg, OR Micro Area",0
40740,"Roswell, NM","Roswell, NM Micro Area",0
40780,"Russellville, AR","Russellville, AR Micro Area",0
40820,"Ruston, LA","Ruston, LA Micro Area",1
40860,"Rutland, VT","Rutland, VT Micro Area",0
40900,"Sacramento--Roseville--Arden-Arcade, CA","Sacramento--Roseville--Arden-Arcade, CA Metro Area",1
40940,"Safford, AZ","Safford, AZ Micro Area",0
40980,"Saginaw, MI","Saginaw, MI Metro Area",0
41060,"St. Cloud, MN","St. Cloud, MN Metro Area",0
41100,"St. George, UT","St. George, UT Metro Area",0
41140,"St. Joseph, MO-KS","St. Joseph, MO-KS Metro Area",0
41180,"St. Louis, MO-IL","St. Louis, MO-IL Metro Area",4
41220,"St. Marys, GA","St. Marys, GA Micro Area",0
41400,"Salem, OH","Salem, OH Micro Area",0
41420,"Salem, OR","Salem, OR Metro Area",0
41460,"Salina, KS","Salina, KS Micro Area",0
41500,"Salinas, CA","Salinas, CA Metro Area",0
41540,"Salisbury, MD-DE","Salisbury, MD-DE Metro Area",1
41620,"Salt Lake City, UT","Salt Lake City, UT Metro Area",1
41660,"San Angelo, TX","San Angelo, TX Metro Area",0
41700,"San Antonio-New Braunfels, TX","San Antonio-New Braunfels, TX Metro Area",1
41740,"San Diego-Carlsbad, CA","San Diego-Carlsbad, CA Metro Area",3
41760,"Sandpoint, ID","Sandpoint, ID Micro Area",0
41780,"Sandusky, OH","Sandusky, OH Micro Area",0
41820,"Sanford, NC","Sanford, NC Micro Area",0
41860,"San Francisco-Oakland-Hayward, CA","San Francisco-Oakland-Hayward, CA Metro Area",1
41900,"San GermÃ¡n, PR","San GermÃ¡n, PR Metro Area",0
41940,"San Jose-Sunnyvale-Santa Clara, CA","San Jose-Sunnyvale-Santa Clara, CA Metro Area",1
41980,"San Juan-Carolina-Caguas, PR","San Juan-Carolina-Caguas, PR Metro Area",1
42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA","San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area",0
42100,"Santa Cruz-Watsonville, CA","Santa Cruz-Watsonville, CA Metro Area",1
42140,"Santa Fe, NM","Santa Fe, NM Metro Area",0
42180,"Santa Isabel, PR","Santa Isabel, PR Micro Area",0
42200,"Santa Maria-Santa Barbara, CA","Santa Maria-Santa Barbara, CA Metro Area",1
42220,"Santa Rosa, CA","Santa Rosa, CA Metro Area",0
42300,"Sault Ste. Marie, MI","Sault Ste. Marie, MI Micro Area",0
42340,"Savannah, GA","Savannah, GA Metro Area",0
42380,"Sayre, PA","Sayre, PA Micro Area",0
42420,"Scottsbluff, NE","Scottsbluff, NE Micro Area",0
42460,"Scottsboro, AL","Scottsboro, AL Micro Area",0
42540,"Scranton--Wilkes-Barre--Hazleton, PA","Scranton--Wilkes-Barre--Hazleton, PA Metro Area",0
42620,"Searcy, AR","Searcy, AR Micro Area",0
42660,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma-Bellevue, WA Metro Area",1
42680,"Sebastian-Vero Beach, FL","Sebastian-Vero Beach, FL Metro Area",0
42700,"Sebring, FL","Sebring, FL Metro Area",0
42740,"Sedalia, MO","Sedalia, MO Micro Area",0
42780,"Selinsgrove, PA","Selinsgrove, PA Micro Area",0
42820,"Selma, AL","Selma, AL Micro Area",0
42860,"Seneca, SC","Seneca, SC Micro Area",0
42900,"Seneca Falls, NY","Seneca Falls, NY Micro Area",0
42940,"Sevierville, TN","Sevierville, TN Micro Area",0
42980,"Seymour, IN","Seymour, IN Micro Area",0
43020,"Shawano, WI","Shawano, WI Micro Area",0
43060,"Shawnee, OK","Shawnee, OK Micro Area",0
43100,"Sheboygan, WI","Sheboygan, WI Metro Area",0
43140,"Shelby, NC","Shelby, NC Micro Area",0
43180,"Shelbyville, TN","Shelbyville, TN Micro Area",0
43220,"Shelton, WA","Shelton, WA Micro Area",0
43260,"Sheridan, WY","Sheridan, WY Micro Area",0
43300,"Sherman-Denison, TX","Sherman-Denison, TX Metro Area",0
43320,"Show Low, AZ","Show Low, AZ Micro Area",0
43340,"Shreveport-Bossier City, LA","Shreveport-Bossier City, LA Metro Area",0
43380,"Sidney, OH","Sidney, OH Micro Area",0
43420,"Sierra Vista-Douglas, AZ","Sierra Vista-Douglas, AZ Metro Area",0
43460,"Sikeston, MO","Sikeston, MO Micro Area",0
43500,"Silver City, NM","Silver City, NM Micro Area",0
43580,"Sioux City, IA-NE-SD","Sioux City, IA-NE-SD Metro Area",0
43620,"Sioux Falls, SD","Sioux Falls, SD Metro Area",0
43660,"Snyder, TX","Snyder, TX Micro Area",0
43700,"Somerset, KY","Somerset, KY Micro Area",0
43740,"Somerset, PA","Somerset, PA Micro Area",0
43760,"Sonora, CA","Sonora, CA Micro Area",0
43780,"South Bend-Mishawaka, IN-MI","South Bend-Mishawaka, IN-MI Metro Area",1
43900,"Spartanburg, SC","Spartanburg, SC Metro Area",0
43940,"Spearfish, SD","Spearfish, SD Micro Area",0
43980,"Spencer, IA","Spencer, IA Micro Area",0
44020,"Spirit Lake, IA","Spirit Lake, IA Micro Area",0
44060,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley, WA Metro Area",0
44100,"Springfield, IL","Springfield, IL Metro Area",0
44140,"Springfield, MA","Springfield, MA Metro Area",1
44180,"Springfield, MO","Springfield, MO Metro Area",0
44220,"Springfield, OH","Springfield, OH Metro Area",0
44260,"Starkville, MS","Starkville, MS Micro Area",1
44300,"State College, PA","State College, PA Metro Area",1
44340,"Statesboro, GA","Statesboro, GA Micro Area",1
44420,"Staunton-Waynesboro, VA","Staunton-Waynesboro, VA Metro Area",0
44460,"Steamboat Springs, CO","Steamboat Springs, CO Micro Area",0
44500,"Stephenville, TX","Stephenville, TX Micro Area",0
44540,"Sterling, CO","Sterling, CO Micro Area",0
44580,"Sterling, IL","Sterling, IL Micro Area",0
44620,"Stevens Point, WI","Stevens Point, WI Micro Area",0
44660,"Stillwater, OK","Stillwater, OK Micro Area",1
44700,"Stockton-Lodi, CA","Stockton-Lodi, CA Metro Area",0
44740,"Storm Lake, IA","Storm Lake, IA Micro Area",0
44780,"Sturgis, MI","Sturgis, MI Micro Area",0
44860,"Sulphur Springs, TX","Sulphur Springs, TX Micro Area",0
44900,"Summerville, GA","Summerville, GA Micro Area",0
44920,"Summit Park, UT","Summit Park, UT Micro Area",0
44940,"Sumter, SC","Sumter, SC Metro Area",0
44980,"Sunbury, PA","Sunbury, PA Micro Area",0
45000,"Susanville, CA","Susanville, CA Micro Area",0
45020,"Sweetwater, TX","Sweetwater, TX Micro Area",0
45060,"Syracuse, NY","Syracuse, NY Metro Area",2
45140,"Tahlequah, OK","Tahlequah, OK Micro Area",0
45180,"Talladega-Sylacauga, AL","Talladega-Sylacauga, AL Micro Area",0
45220,"Tallahassee, FL","Tallahassee, FL Metro Area",2
45300,"Tampa-St. Petersburg-Clearwater, FL","Tampa-St. Petersburg-Clearwater, FL Metro Area",1
45340,"Taos, NM","Taos, NM Micro Area",0
45380,"Taylorville, IL","Taylorville, IL Micro Area",0
45460,"Terre Haute, IN","Terre Haute, IN Metro Area",0
45500,"Texarkana, TX-AR","Texarkana, TX-AR Metro Area",0
45520,"The Dalles, OR","The Dalles, OR Micro Area",0
45540,"The Villages, FL","The Villages, FL Metro Area",0
45580,"Thomaston, GA","Thomaston, GA Micro Area",0
45620,"Thomasville, GA","Thomasville, GA Micro Area",0
45660,"Tiffin, OH","Tiffin, OH Micro Area",0
45700,"Tifton, GA","Tifton, GA Micro Area",0
45740,"Toccoa, GA","Toccoa, GA Micro Area",0
45780,"Toledo, OH","Toledo, OH Metro Area",2
45820,"Topeka, KS","Topeka, KS Metro Area",0
45860,"Torrington, CT","Torrington, CT Micro Area",0
45900,"Traverse City, MI","Traverse City, MI Micro Area",0
45940,"Trenton, NJ","Trenton, NJ Metro Area",1
45980,"Troy, AL","Troy, AL Micro Area",0
46020,"Truckee-Grass Valley, CA","Truckee-Grass Valley, CA Micro Area",0
46060,"Tucson, AZ","Tucson, AZ Metro Area",0
46100,"Tullahoma-Manchester, TN","Tullahoma-Manchester, TN Micro Area",0
46140,"Tulsa, OK","Tulsa, OK Metro Area",1
46180,"Tupelo, MS","Tupelo, MS Micro Area",0
46220,"Tuscaloosa, AL","Tuscaloosa, AL Metro Area",1
46300,"Twin Falls, ID","Twin Falls, ID Micro Area",0
46340,"Tyler, TX","Tyler, TX Metro Area",0
46380,"Ukiah, CA","Ukiah, CA Micro Area",0
46460,"Union City, TN-KY","Union City, TN-KY Micro Area",0
46500,"Urbana, OH","Urbana, OH Micro Area",0
46520,"Urban Honolulu, HI","Urban Honolulu, HI Metro Area",1
46540,"Utica-Rome, NY","Utica-Rome, NY Metro Area",0
46620,"Uvalde, TX","Uvalde, TX Micro Area",0
46660,"Valdosta, GA","Valdosta, GA Metro Area",0
46700,"Vallejo-Fairfield, CA","Vallejo-Fairfield, CA Metro Area",0
46740,"Valley, AL","Valley, AL Micro Area",0
46780,"Van Wert, OH","Van Wert, OH Micro Area",0
46820,"Vermillion, SD","Vermillion, SD Micro Area",1
46860,"Vernal, UT","Vernal, UT Micro Area",0
46900,"Vernon, TX","Vernon, TX Micro Area",0
46980,"Vicksburg, MS","Vicksburg, MS Micro Area",0
47020,"Victoria, TX","Victoria, TX Metro Area",0
47080,"Vidalia, GA","Vidalia, GA Micro Area",0
47180,"Vincennes, IN","Vincennes, IN Micro Area",0
47220,"Vineland-Bridgeton, NJ","Vineland-Bridgeton, NJ Metro Area",0
47240,"Vineyard Haven, MA","Vineyard Haven, MA Micro Area",0
47260,"Virginia Beach-Norfolk-Newport News, VA-NC","Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",3
